日付,球場,球団,対戦相手,ホーム/ビジター,打者名,打順,守備位置,投手名,投手利き腕,イニング,表裏,イニング内打席番号,打席内球数,自チーム打席前得点,相手チーム打席前得点,打席前点差,打席前アウト数,打席前走者状況コード,打席前一塁走者,打席前二塁走者,打席前三塁走者,打席前状況コード,打席結果,最終投球結果,この打席得点数,打点,自チーム打席後得点,相手チーム打席後得点,打席後点差,打席後アウト数,打席後走者状況コード,打席後一塁走者,打席後二塁走者,打席後三塁走者,打席後状況コード,得点圏フラグ,打者走者進塁先,打者走者アウト,一塁走者進塁先,一塁走者アウト,二塁走者進塁先,二塁走者アウト,三塁走者進塁先,三塁走者アウト,打席前RE,打席後RE,RE24,打席前WE,打席後WE,WPA,WE推定方法_前,WE推定方法_後,WEサンプル数_前,WEサンプル数_後
2025/4/3,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,ケイ,左,3,裏,4,4,0,0,0,1,110,0,1,1,1_110,空三振,空振り,0,0,0,0,0,2,110,0,1,1,2_110,1,0,1,0,0,0,0,0,0,0.715,0.368,-0.346,0.46875,0.375,-0.09375,exact,exact,16,28
2025/4/3,京セラD大阪,DeNA,阪神,away,オースティン,4,3,デュプランティエ,右,4,表,3,6,0,0,0,2,0,0,0,0,2_000,空三振,空振り,0,0,0,0,0,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.466667,0.422566,-0.0441,exact,next_half_exact,150,226
2025/4/3,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,ケイ,左,6,裏,1,5,0,1,-1,0,0,0,0,0,0_000,二ゴロ,凡打,0,0,0,1,-1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.37963,0.272727,-0.106902,exact,exact,108,77
2025/4/3,京セラD大阪,DeNA,阪神,away,オースティン,4,3,及川　雅貴,左,7,表,1,7,1,0,1,0,0,0,0,0,0_000,四球,ボール,0,0,1,0,1,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.755682,0.789474,0.033792,exact,exact,88,19
2025/4/3,京セラD大阪,阪神,DeNA,home,森下　翔太,4,9,坂本　裕哉,左,8,裏,4,3,2,2,0,1,0,0,0,0,1_000,右飛,凡打,0,0,2,2,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.556818,0.522059,-0.034759,exact,exact,88,68
2025/4/3,京セラD大阪,DeNA,阪神,away,オースティン,4,3,ゲラ,右,9,表,1,2,2,2,0,0,0,0,0,0,0_000,左飛,凡打,0,0,2,2,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.535088,0.5,-0.035088,exact,exact,114,81
2025/4/3,楽天モバイル,西武,楽天,away,セデーニョ,4,10,岸　孝之,右,1,表,4,6,0,0,0,2,100,0,0,1,2_100,空三振,空振り,0,0,0,0,0,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.455696,0.41018,-0.045517,exact,next_half_exact,158,668
2025/4/3,楽天モバイル,楽天,西武,home,辰己　涼介,4,8,上田　大河,右,1,裏,4,5,0,0,0,2,10,0,1,0,2_010,空三振,空振り,0,0,0,0,0,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.538961,0.53675,-0.002211,exact,next_half_exact,77,517
2025/4/3,楽天モバイル,西武,楽天,away,セデーニョ,4,10,岸　孝之,右,4,表,3,3,0,0,0,1,100,0,0,1,1_100,中飛,凡打,0,0,0,0,0,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,0.391304,0.375,-0.016304,exact,exact,69,72
2025/4/3,楽天モバイル,楽天,西武,home,辰己　涼介,4,8,上田　大河,右,4,裏,1,6,0,1,-1,0,0,0,0,0,0_000,左飛,凡打,0,0,0,1,-1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.390977,0.381443,-0.009534,exact,exact,133,97
2025/4/3,楽天モバイル,楽天,西武,home,辰己　涼介,4,8,羽田　慎之介,左,6,裏,2,3,0,1,-1,0,100,0,0,1,0_100,右安,単打,0,0,0,1,-1,0,110,0,1,1,0_110,0,1,0,2,0,0,0,0,0,0.675,1.189,0.514,0.58,0.372861,-0.207139,exact,inning_half_diff,25,409
2025/4/3,楽天モバイル,西武,楽天,away,セデーニョ,4,10,岸　孝之,右,7,表,1,6,1,3,-2,0,0,0,0,0,0_000,中飛,凡打,0,0,1,3,-2,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.073684,0.075758,0.002073,exact,exact,95,66
2025/4/3,楽天モバイル,楽天,西武,home,辰己　涼介,4,8,山田　陽翔,右,7,裏,3,5,3,1,2,1,10,0,1,0,1_010,一ゴロ,凡打,0,0,3,1,2,2,1,1,0,0,2_001,1,0,1,0,0,3,0,0,0,0.568,0.287,-0.281,0.9,0.666667,-0.233333,exact,exact,20,6
2025/4/3,楽天モバイル,西武,楽天,away,セデーニョ,4,10,則本　昂大,右,9,表,2,6,1,4,-3,1,0,0,0,0,1_000,遊ゴロ,凡打,0,0,1,4,-3,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0,0,0,exact,exact,45,36
2025/4/3,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,石川　柊太,右,1,表,4,1,0,0,0,2,10,0,1,0,2_010,遊ゴロ,凡打,0,0,0,0,0,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.414773,0.41018,-0.004593,exact,next_half_exact,88,668
2025/4/3,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,エスピノーザ,右,1,裏,4,1,0,0,0,2,100,0,0,1,2_100,右飛,凡打,0,0,0,0,0,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.580882,0.53675,-0.044132,exact,next_half_exact,136,517
2025/4/3,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,高野　脩汰,左,3,表,3,3,0,0,0,2,0,0,0,0,2_000,中飛,凡打,0,0,0,0,0,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.460396,0.459807,-0.000589,exact,next_half_exact,202,311
2025/4/3,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,エスピノーザ,右,4,裏,2,6,0,0,0,1,0,0,0,0,1_000,投ゴロ,凡打,0,0,0,0,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.519608,0.487069,-0.032539,exact,exact,153,116
2025/4/3,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,高野　脩汰,左,5,表,4,1,0,0,0,2,10,0,1,0,2_010,三安,単打,0,0,0,0,0,2,101,1,0,1,2_101,1,1,0,0,0,3,0,0,0,0.276,0.431,0.155,0.375,0.75,0.375,exact,exact,24,12
2025/4/3,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,エスピノーザ,右,6,裏,5,2,0,2,-2,1,111,1,1,1,1_111,左安,単打,2,2,2,2,0,1,110,0,1,1,1_110,1,1,0,2,0,4,0,4,0,1.328,0.715,1.387,0.6,0.470588,-0.129412,exact,exact,5,17
2025/4/3,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,鈴木　昭汰,左,7,表,2,4,2,2,0,0,100,0,0,1,0_100,空三振,空振り,0,0,2,2,0,1,100,0,0,1,1_100,0,0,1,0,0,0,0,0,0,0.675,0.398,-0.278,0.428571,0.602564,0.173993,exact,exact,28,39
2025/4/3,ZOZOマリン,オリックス,ロッテ,away,杉本　裕太郎,4,10,ゲレーロ,右,8,表,5,3,3,2,1,2,10,0,1,0,2_010,右飛,凡打,0,0,3,2,1,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,1,0.822917,-0.177083,exact,next_half_exact,17,96
2025/4/3,ZOZOマリン,ロッテ,オリックス,home,ソト,4,3,ペルドモ,右,8,裏,2,2,2,3,-1,1,0,0,0,0,1_000,中安,単打,0,0,2,3,-1,1,100,0,0,1,1_100,0,1,0,0,0,0,0,0,0,0.189,0.398,0.209,0.176471,0.125,-0.051471,exact,exact,68,24
2025/4/4,東京ドーム,阪神,巨人,away,森下　翔太,4,9,戸郷　翔征,右,1,表,4,5,0,0,0,1,11,1,1,0,1_011,中犠飛,犠飛,1,1,1,0,1,2,10,0,1,0,2_010,1,0,1,0,0,0,0,4,0,1.295,0.276,-0.019,0.705882,0.675,-0.030882,exact,exact,17,20
2025/4/4,東京ドーム,巨人,阪神,home,岡本　和真,4,3,村上　頌樹,右,1,裏,4,2,1,1,0,1,10,0,1,0,1_010,遊ゴロ,凡打,0,0,1,1,0,2,10,0,1,0,2_010,1,0,1,0,0,0,0,0,0,0.568,0.276,-0.293,0.611111,0.538961,-0.07215,exact,exact,90,77
2025/4/4,東京ドーム,阪神,巨人,away,森下　翔太,4,9,戸郷　翔征,右,3,表,3,2,1,1,0,1,10,0,1,0,1_010,三邪飛,邪飛,0,0,1,1,0,2,10,0,1,0,2_010,1,0,1,0,0,0,0,0,0,0.568,0.276,-0.293,0.461538,0.542373,0.080834,exact,exact,39,59
2025/4/4,東京ドーム,巨人,阪神,home,岡本　和真,4,3,村上　頌樹,右,4,裏,2,4,1,3,-2,1,0,0,0,0,1_000,中飛,凡打,0,0,1,3,-2,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.268657,0.218182,-0.050475,exact,exact,67,55
2025/4/4,東京ドーム,阪神,巨人,away,森下　翔太,4,9,横川　凱,左,5,表,1,2,3,1,2,0,0,0,0,0,0_000,一ゴロ,凡打,0,0,3,1,2,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.761111,0.701613,-0.059498,exact,exact,90,62
2025/4/4,東京ドーム,阪神,巨人,away,森下　翔太,4,9,堀田　賢慎,右,7,表,3,4,3,1,2,1,100,0,0,1,1_100,右安,単打,0,0,3,1,2,1,110,0,1,1,1_110,0,1,0,2,0,0,0,0,0,0.398,0.715,0.317,0.933333,0.849003,-0.08433,exact,inning_half_diff,15,351
2025/4/4,東京ドーム,巨人,阪神,home,岡本　和真,4,3,村上　頌樹,右,7,裏,1,5,1,6,-5,0,0,0,0,0,0_000,左２,二塁打,0,0,1,6,-5,0,10,0,1,0,0_010,0,2,0,0,0,0,0,0,0,0.365,0.958,0.593,0.052632,0.037736,-0.014896,exact,inning_half_diff,38,159
2025/4/4,東京ドーム,阪神,巨人,away,森下　翔太,4,9,堀田　賢慎,右,8,表,5,1,7,1,6,2,100,0,0,1,2_100,左飛,凡打,0,0,7,1,6,3,100,0,0,1,3_000,0,0,1,0,0,0,0,0,0,0.184,0,-0.184,0.8,0.96,0.16,exact,next_half_exact,5,25
2025/4/4,東京ドーム,巨人,阪神,home,岡本　和真,4,3,石井　大智,右,9,裏,2,5,1,7,-6,1,0,0,0,0,1_000,空三振,空振り,0,0,1,7,-6,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0,0,0,exact,exact,18,14
2025/4/4,神宮,中日,ヤクルト,away,石川　昂弥,4,5,高梨　裕稔,右,2,表,1,2,0,0,0,0,0,0,0,0,0_000,死球,死球,0,0,0,0,0,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.46325,0.574074,0.110825,exact,exact,517,108
2025/4/4,神宮,ヤクルト,中日,home,サンタナ,4,7,髙橋　宏斗,右,2,裏,1,7,0,1,-1,0,0,0,0,0,0_000,空三振,空振り,0,0,0,1,-1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.488095,0.412791,-0.075305,exact,exact,126,86
2025/4/4,神宮,中日,ヤクルト,away,石川　昂弥,4,5,高梨　裕稔,右,4,表,1,4,1,0,1,0,0,0,0,0,0_000,遊飛,凡打,0,0,1,0,1,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.675676,0.653333,-0.022342,exact,exact,111,75
2025/4/4,神宮,ヤクルト,中日,home,サンタナ,4,7,髙橋　宏斗,右,5,裏,1,3,0,1,-1,0,0,0,0,0,0_000,三安,単打,0,0,0,1,-1,0,100,0,0,1,0_100,0,1,0,0,0,0,0,0,0,0.365,0.675,0.31,0.371901,0.347826,-0.024075,exact,exact,121,23
2025/4/4,神宮,中日,ヤクルト,away,石川　昂弥,4,5,高梨　裕稔,右,6,表,4,4,1,0,1,2,1,1,0,0,2_001,空三振,空振り,0,0,1,0,1,3,1,1,0,0,3_000,1,0,1,0,0,0,0,0,0,0.287,0,-0.287,0.65,0.62037,-0.02963,exact,next_half_exact,10,108
2025/4/4,神宮,ヤクルト,中日,home,サンタナ,4,7,髙橋　宏斗,右,7,裏,3,6,0,1,-1,1,100,0,0,1,1_100,見三振,見逃し,0,0,0,1,-1,2,100,0,0,1,2_100,0,0,1,0,0,0,0,0,0,0.398,0.184,-0.214,0.21875,0.214286,-0.004464,exact,exact,16,21
2025/4/4,神宮,中日,ヤクルト,away,石川　昂弥,4,5,石山　泰稚,右,9,表,1,6,1,1,0,0,0,0,0,0,0_000,空三振,空振り,0,0,1,1,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.535088,0.5,-0.035088,exact,exact,114,81
2025/4/4,神宮,ヤクルト,中日,home,サンタナ,4,7,清水　達也,右,9,裏,2,6,1,1,0,1,0,0,0,0,1_000,四球,ボール,0,0,1,1,0,1,100,0,0,1,1_100,0,1,0,0,0,0,0,0,0,0.189,0.398,0.209,0.538462,0.592593,0.054131,exact,exact,78,27
2025/4/4,神宮,中日,ヤクルト,away,山本　泰寛,4,0,木澤　尚文,右,11,表,3,2,1,1,0,0,110,0,1,1,0_110,一犠打,犠打,0,0,1,1,0,1,11,1,1,0,1_011,1,0,1,2,0,3,0,0,0,1.189,1.295,0.106,0.46,0.46,0,inning_half_diff,inning_half_diff,225,225
2025/4/4,神宮,ヤクルト,中日,home,岩田　幸宏,4,7,勝野　昌慶,右,11,裏,2,6,1,1,0,1,0,0,0,0,1_000,三ゴロ,凡打,0,0,1,1,0,2,0,0,0,0,2_000,0,0,1,0,0,0,0,0,0,0.189,0.074,-0.115,0.651515,0.625,-0.026515,exact,exact,33,24
2025/4/4,マツダスタジアム,DeNA,広島,away,オースティン,4,3,森下　暢仁,右,1,表,4,4,0,0,0,2,10,0,1,0,2_010,投ゴロ,凡打,0,0,0,0,0,3,10,0,1,0,3_000,1,0,1,0,0,0,0,0,0,0.276,0,-0.276,0.414773,0.41018,-0.004593,exact,next_half_exact,88,668
2025/4/4,マツダスタジアム,広島,DeNA,home,堂林　翔太,4,3,石田　裕太郎,右,2,裏,1,3,0,0,0,0,0,0,0,0,0_000,遊ゴロ,凡打,0,0,0,0,0,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.553215,0.505068,-0.048148,exact,exact,451,296
2025/4/4,マツダスタジアム,DeNA,広島,away,オースティン,4,3,森下　暢仁,右,4,表,1,2,2,0,2,0,0,0,0,0,0_000,右飛,凡打,0,0,2,0,2,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,0.755814,0.701493,-0.054321,exact,exact,86,67
2025/4/4,マツダスタジアム,広島,DeNA,home,堂林　翔太,4,3,石田　裕太郎,右,4,裏,4,2,0,2,-2,2,100,0,0,1,2_100,左２,二塁打,0,0,0,2,-2,2,11,1,1,0,2_011,0,2,0,3,0,0,0,0,0,0.184,0.448,0.264,0.38,0.34399,-0.03601,exact,inning_half_diff,25,391
2025/4/4,マツダスタジアム,広島,DeNA,home,堂林　翔太,4,3,佐々木　千隼,右,5,裏,5,4,4,2,2,2,1,1,0,0,2_001,四球,ボール,0,0,4,2,2,2,101,1,0,1,2_101,1,1,0,0,0,0,0,0,0,0.287,0.431,0.143,0.666667,0.875,0.208333,exact,exact,6,8
2025/4/4,マツダスタジアム,DeNA,広島,away,オースティン,4,3,森下　暢仁,右,6,表,3,1,2,4,-2,2,0,0,0,0,2_000,左飛,凡打,0,0,2,4,-2,3,0,0,0,0,3_000,0,0,1,0,0,0,0,0,0,0.074,0,-0.074,0.112069,0.058824,-0.053245,exact,next_half_exact,58,85
2025/4/4,マツダスタジアム,広島,DeNA,home,堂林　翔太,4,3,颯,右,6,裏,8,5,7,2,5,1,111,1,1,1,1_111,三ゴロ,凡打,1,1,8,2,6,2,11,1,1,0,2_011,1,0,1,2,0,3,0,4,0,1.328,0.448,0.12,0.968254,1,0.031746,inning_half_diff,inning_half_diff,126,35
2025/4/4,マツダスタジアム,広島,DeNA,home,堂林　翔太,4,3,堀岡　隼人,右,8,裏,1,5,8,2,6,0,0,0,0,0,0_000,見三振,見逃し,0,0,8,2,6,1,0,0,0,0,1_000,0,0,1,0,0,0,0,0,0,0.365,0.189,-0.176,1,1,0,exact,exact,15,11
2025/4/4,マツダスタジアム,DeNA,広島,away,オースティン,4,3,中﨑　翔太,右,9,表,2,2,2,8,-6,0,100,0,0,1,0_100,三併打,凡打,0,0,2,8,-6,2,0,0,0,0,2_000,0,0,1,0,1,0,0,0,0,0.675,0.074,-0.602,0,0,0,exact,exact,7,11
